Mean,Time
53.12956976,6066.244024
57.77225246,6066.326361
61.09649364,6066.411355
51.93178998,6066.430611
53.67977371,6066.464475
61.33478567,6066.485724
56.41546875,6066.548805
57.73745523,6066.555445
64.30265186,6066.641434
61.87519975,6066.658035
61.32462534,6066.661687
60.95980733,6066.687583
61.2816775,6066.711487
68.16849277,6066.853918
62.55283795,6066.982736
60.01404142,6067.047145
64.84503418,6067.183267
54.04555664,6067.198207
51.41140346,6067.211155
58.05583511,6067.222776
64.73103434,6067.278884
70.76476818,6067.284861
68.23985714,6067.326693
67.92306211,6067.336985
64.34278602,6067.386454
62.20971437,6067.418659
63.90978206,6067.468792
68.4641276,6067.534861
65.86129644,6067.585657
55.4975362,6067.616866
58.27238159,6067.693227
60.95378621,6067.695883
72.36022737,6067.707835
66.12564,6067.715471
61.80329204,6067.729416
62.93198217,6067.760956
62.80752456,6067.793161
68.86232422,6067.880146
62.41381614,6067.895086
64.72750195,6067.898738
66.90666504,6067.907039
65.13923528,6067.927291
66.59838379,6067.931607
59.71197621,6067.941567
59.16462729,6067.952523
50.73832065,6068.009628
51.85464655,6068.024236
49.72735237,6068.034529
51.76957397,6068.051461
49.62877512,6068.059429
54.39237305,6068.080013
52.47614519,6068.084993
55.39428711,6068.09927
61.64179932,6068.10923
59.1280685,6068.11919
61.53478049,6068.13081
60.2754069,6068.153718
61.25403931,6068.159695
54.74527395,6068.179615
59.61544513,6068.23008
68.60076685,6068.275232
70.06993556,6068.374834
65.39959197,6068.405046
55.70431996,6068.498672
60.13094978,6068.608234
59.83020907,6068.715471
66.21392608,6068.726428
57.02966457,6068.758632
65.35321655,6068.873506
66.57846307,6068.88413
68.96336698,6068.942895
56.85808784,6068.971448
56.134516,6068.989376
57.36921387,6069.038181
56.31867211,6069.044821
60.44339231,6069.065737
62.00948893,6069.171315
60.42515317,6069.177291
64.06699102,6069.303453
67.26294913,6069.324369
69.43209403,6069.343625
67.91098755,6069.350598
66.4525007,6069.363878
65.38865513,6069.38247
64.49862255,6069.417331
59.87078776,6069.456839
64.31933583,6069.50166
68.30356445,6069.574701
67.18349806,6069.596614
68.99933811,6069.683267
70.07639107,6069.701195
70.23988362,6069.777556
65.75431566,6069.99834
58.68482819,6070.050133
57.41256592,6070.066069
59.54404175,6070.069389
58.21367569,6070.076029
59.96477896,6070.086653
60.82590913,6070.095286
67.58603484,6070.116202
68.10190802,6070.141766
66.5785141,6070.161355
64.95582275,6070.177291
67.6467152,6070.180611
65.73747337,6070.191567
67.25059131,6070.202523
68.0248727,6070.219124
73.27459961,6070.233068
66.38540824,6070.262948
64.96098371,6070.272244
63.44497143,6070.290837
65.07624512,6070.313081
67.99779637,6070.318061
70.64069362,6070.432603
71.54609503,6070.500996
69.37532349,6070.507304
69.21877441,6070.511288
69.30839106,6070.524568
68.70490033,6070.567397
72.16078538,6070.863546
63.81130433,6070.876494
60.25935059,6070.916003
59.61591954,6070.922643
68.28237012,6071.031208
65.99243812,6071.039509
62.88270545,6071.055777
66.03962402,6071.060093
67.86191153,6071.072377
58.49850803,6071.097942
60.35487205,6071.106906
65.31708984,6071.126494
67.10897461,6071.151726
66.88838288,6071.223108
66.03962402,6071.469788
66.97110728,6071.476428
69.8941868,6071.500996
61.00436361,6071.516268
50.89834146,6071.531208
54.02607257,6071.591301
54.39570782,6071.62085
62.3461536,6071.638114
66.49537635,6071.668991
69.58516182,6071.681939
70.93840576,6071.724104
68.68590546,6071.727424
67.1471125,6071.738048
67.33744867,6071.89907
66.71880615,6071.98672
69.48732145,6071.99668
70.86888626,6072.074037
68.06271973,6072.123174
58.85040894,6072.186919
54.77901991,6072.213479
61.61055126,6072.252988
62.56242828,6072.369522
61.65586465,6072.380146
69.46180864,6072.421647
63.7418459,6072.436255
62.39975184,6072.5166
66.30130499,6072.544821
61.15704457,6072.74668
55.49453059,6072.88911
53.428341,6072.938247
52.90784903,6072.977424
59.44047852,6073.231076
67.72955119,6073.239044
62.89447524,6073.250996
63.10027687,6073.341301
62.97184963,6073.402722
61.70270881,6073.470784
65.3421884,6073.526892
51.81420109,6073.653054
52.86581231,6073.664343
53.1804046,6073.684595
55.18409535,6073.735392
64.87481135,6073.746348
59.21463723,6073.76826
59.18211781,6073.788513
54.53687988,6073.806773
61.81664234,6073.810093
71.5993344,6073.841301
72.51287342,6073.853918
68.82007483,6073.868526
64.3094084,6073.923639
65.20951253,6074.022908
68.016497,6074.052789
63.71494884,6074.151394
65.08587891,6074.166667
64.04777304,6074.173307
61.43638207,6074.197875
62.24303533,6074.239044
63.80934382,6074.242696
67.61474854,6074.297809
65.28679002,6074.301129
64.62345703,6074.321713
66.15359075,6074.331673
68.55704366,6074.396082
68.66123129,6074.517596
67.51804011,6074.646414
67.1297082,6074.65073
69.44780412,6074.666003
67.60511475,6074.701195
59.01327525,6074.711155
58.30402361,6074.731408
63.82385254,6074.779548
64.38240733,6074.808433
63.69567416,6074.824037
67.86638975,6074.863214
61.27089844,6074.959495
66.35616281,6074.982404
67.94193789,6075.00332
59.1245469,6075.159031
55.61218075,6075.170319
62.08374939,6075.22676
