"duration_temp","num_temp","seqlen","seqrate","everate","300win","corr_duration","start_time"
10.5239,1853,3377,320.888497572385750000000,176.075328990710910000000,1.7038162116160345000000000,8.820088588799004,3153.28686523437500000
10.5627,1898,3366,318.667046712914440000000,179.688073280187640000000,1.6695598907792280000000000,8.893189018217354,2788.36059570312500000
10.1132,1791,3188,315.231156512916750000000,177.095044327049550000000,1.6940056179436407000000000,8.419207921179895,3576.38720703125000000
5.38081,971,1677,311.663098813518900000000,180.456093588507370000000,1.6624542515260674000000000,3.7183560092466377,4402.13769531250000000
10.8622,1913,3378,311.090820673156430000000,176.174286544626480000000,1.7028591736286520000000000,9.159358729508554,4748.81005859375000000
11.0601,1986,3436,310.666467540682560000000,179.564494917286250000000,1.6707089012122947000000000,9.389384024813095,3818.41992187500000000
10.3692,1845,3196,308.220789994632500000000,177.930962934949000000000,1.6860471896039760000000000,8.683143026460478,2933.72143554687500000
10.659,1934,3284,308.095550749570300000000,181.442385855563000000000,1.6534174117331915000000000,9.00561350257345,2777.55102539062500000
10.911,1763,3230,296.175116956318160000000,161.658430710213300000000,1.8557646432791117000000000,9.055257543000184,3892.32666015625000000
10.3516,1808,3063,295.896458893799430000000,174.659091635647850000000,1.7176317430175512000000000,8.633962228234891,1231.08532714843750000
10.6016,1886,3128,295.049971587477000000000,177.897776986567000000000,1.6863617133487445000000000,8.915232257903696,2673.38574218750000000
10.8775,1896,3189,293.326445354136000000000,174.395403070380000000000,1.7202288289613360000000000,9.157261214678801,6447.14062500000000000
11.2633,1876,3273,290.590309815793800000000,166.558943236916950000000,1.8011641654886925000000000,9.462115749367264,5706.75781250000000000
7.30644,1232,2118,289.881222501205230000000,168.618350387858750000000,1.7791657865821542000000000,5.527275043648559,1290.29113769531250000
11.0993,1934,3211,289.298308671927150000000,174.245695724542860000000,1.7217068045930755000000000,9.377563062350283,4454.71826171875000000
10.5631,1852,3051,288.836189112992140000000,175.327637573668140000000,1.7110822010246260000000000,8.851998586634066,1546.35656738281250000
11.0777,1894,3154,284.716419765872330000000,170.974286314699500000000,1.7546498158665367000000000,9.323039354970867,3812.69165039062500000
11.3858,1971,3223,283.072148393323100000000,173.110519541805730000000,1.7329969362581157000000000,9.652792934957704,6453.10595703125000000
10.2234,1846,2888,282.488107847974300000000,180.565459517784100000000,1.6614473266436245000000000,8.561991889970145,6298.09619140625000000
9.8413,1705,2776,282.076499951111260000000,173.249435308589600000000,1.7316073756064139000000000,8.109694542423371,1647.49707031250000000
11.1574,1893,3139,281.338688274247030000000,169.663630743278000000000,1.7682045273093148000000000,9.389166040012462,973.71881103515620000
10.7656,1843,3019,280.430154650453900000000,171.193367015828600000000,1.7524043438684274000000000,9.013199675296612,3579.03125000000000000
11.8765,2050,3326,280.048967804553400000000,172.609856884947220000000,1.7380235718517770000000000,10.138470835802032,6044.50146484375000000
11.6975,1930,3268,279.374904602347200000000,164.991911224764400000000,1.8182709550610479000000000,9.879272189165027,3260.74902343750000000
11.8506,1962,3304,278.804510322179200000000,165.561273986717800000000,1.8120179482556265000000000,10.03857943333617,2246.04345703125000000
11.1985,1915,3118,278.429182699214700000000,171.004453133096920000000,1.7543402788844493000000000,9.444198501327953,49.46680068969726600
4.27191,771,1184,277.159230035104940000000,180.481221585359720000000,1.6622227917385473000000000,2.609689783029519,5536.14257812500000000
11.0531,1860,3040,275.035449843689040000000,168.278268654362360000000,1.7827613892093780000000000,9.270359223888766,1620.83032226562500000
11.1733,1951,3062,274.200798039395000000000,174.711220435943720000000,1.7171192511358610000000000,9.456187214013065,4319.22753906250000000
10.6683,1608,2901,272.954273557536850000000,151.296267452781560000000,1.9828645151052902000000000,8.685461862763361,5045.96728515625000000
12.4605,2086,3390,272.059901244258640000000,167.409130972130840000000,1.7920169482866620000000000,10.66847423213326,2141.35180664062500000
11.2693,1928,3059,271.446476977612630000000,171.084932204261920000000,1.7535150298439120000000000,9.515741561952963,4934.29736328125000000
11.2473,1900,3047,270.908402498114470000000,168.928770838994900000000,1.7758964237413910000000000,9.471447593287417,6422.65576171875000000
11.6557,1954,3130,268.537904669143870000000,167.643151988340920000000,1.7895153869503964000000000,9.866194833386517,4070.67431640625000000
11.8413,1963,3155,267.935265783585750000000,166.705840485952080000000,1.7995770221696600000000000,10.041724895860124,6377.20458984375000000
5.48008,959,1463,266.966922600360600000000,174.997456441384680000000,1.7143106311404295000000000,3.7657690197384768,5511.11669921875000000
11.6806,1970,3106,265.910755120342860000000,168.655565868343640000000,1.7787731964576063000000000,9.901837460280674,5054.10009765625000000
5.45518,975,1442,264.335953651727150000000,178.729233571729500000000,1.6785166813777044000000000,3.7766625330998345,4410.19433593750000000
11.2666,1959,2960,262.723433870664200000000,173.876759105618670000000,1.7253599707236880000000000,9.541240638101996,5473.11865234375000000
11.7603,1938,3072,261.299137043142800000000,164.843010283076400000000,1.8199133799172040000000000,9.940378673305453,5422.61767578125000000
11.2666,1893,2938,260.939928315800800000000,168.127734616001000000000,1.7843575938567873000000000,9.482243014968896,1396.04577636718750000
11.7825,1989,3043,258.263574934125240000000,168.809152331243870000000,1.7771548275494469000000000,10.005381679103385,2491.39135742187500000
11.666,1954,3009,257.928974248509500000000,167.495252802122850000000,1.7910955384175389000000000,9.874906735142032,2917.27880859375000000
11.4655,1987,2944,256.770954395363730000000,173.302950537903430000000,1.7310726624610260000000000,9.73439860523917,5418.20703125000000000
6.15405,994,1577,256.253997004024260000000,161.519640470513700000000,1.8573592606204856000000000,4.296691089568723,5840.64013671875000000
