"duration_temp","num_temp","seqlen","seqrate","everate","300win","corr_duration","refpos","alignstrand"
36.3692,4195,4836,132.969691413803200000000,115.344883267349940000000,2.6008956054396510000000000,33.7682946106248,12017,"F"
20.4286,2359,2708,132.559129376087720000000,115.475253396673170000000,2.5979592265492526000000000,17.83066015821637,23910,"F"
52.5903,6264,6918,131.545157549564120000000,119.109405448174270000000,2.5186927839257254000000000,50.07161254444342,13429,"F"
38.7872,4410,5080,130.971090384298400000000,113.697344211566130000000,2.6385840591119260000000000,36.148601609833385,48265,"R"
115.328,14043,14867,128.910931832147840000000,121.766073566883180000000,2.4637404427368450000000000,112.86394968177487,19692,"F"
36.6335,3968,4715,128.707454346411940000000,108.316262745824500000000,2.7696671985810806000000000,33.86379761465134,39711,"R"
63.4987,7233,8040,126.616820246986080000000,113.907893140105770000000,2.6337068637640630000000000,60.8649656215875,29472,"F"
64.9934,6995,8121,124.951221121259890000000,107.626375045340840000000,2.7874208331704566000000000,62.205941593587355,8959,"R"
80.2942,9021,9963,124.087409540703660000000,112.354965519089400000000,2.6701089588161477000000000,77.62404997673073,31634,"F"
66.8373,7054,8270,123.733270505876320000000,105.539841614081200000000,2.8425284272927485000000000,63.99478999311741,48467,"R"
29.4529,3161,3609,122.534805866603850000000,107.324056897848370000000,2.7952726413011173000000000,26.657583422541656,31834,"R"
15.4658,1742,1886,121.946463572026260000000,112.635598909050770000000,2.6634563397868494000000000,12.802346806575455,48497,"R"
43.9977,4554,5295,120.347263291388810000000,103.505464972423920000000,2.8983976844114120000000000,41.09927916495382,6129,"F"
9.89309,987,1158,117.051348410170720000000,99.766563800378680000000,3.0070194719772570000000000,6.886074590827919,19,"F"
21.3413,2227,2497,117.003176337305930000000,104.351651463027750000000,2.8748946067834042000000000,18.466406357572065,48503,"R"
20.2878,2057,2365,116.572237417027650000000,101.390736730158930000000,2.9588501837048415000000000,17.32899924256469,23,"F"
30.3257,3066,3503,115.512596671106880000000,101.102375504885430000000,2.9672893292749930000000000,27.358407615915436,28475,"R"
23.4588,2601,2707,115.393640423624840000000,110.875086347191810000000,2.7057476109699397000000000,20.753084176139435,42706,"F"
62.2394,6296,7102,114.107827691388140000000,101.157826407347190000000,2.9656627732583500000000000,59.27371329485688,33816,"R"
40.9834,3913,4566,111.410965758810490000000,95.477684847618360000000,3.1420954590467670000000000,37.841302978453236,8815,"R"
84.7556,8905,9432,111.284622001510120000000,105.066747129288330000000,2.8553277625587800000000000,81.90031798939434,9171,"R"
28.3894,2938,3147,110.851067477797330000000,103.489175802277900000000,2.8988538914752544000000000,25.4905885523724,26509,"F"
55.3801,5889,6115,110.418632646104140000000,106.337747776436190000000,2.8211994919312953000000000,52.55894653468003,23040,"R"
47.2135,4877,5176,109.629711886742300000000,103.296774511522830000000,2.9042533168984360000000000,44.30922477148047,42300,"F"
37.0867,3482,4059,109.446377325591200000000,93.888220213773980000000,3.1952890289850030000000000,33.891365634100936,16884,"R"
19.2188,1859,2083,108.383503195952600000000,96.728244090866950000000,3.1014726135024080000000000,16.117319348167513,8806,"F"
40.8888,3988,4416,108.017835949906540000000,97.548715980123930000000,3.0753864567640910000000000,37.813392229759344,14360,"F"
34.073,3311,3644,106.946723834625520000000,97.173601157092500000000,3.0872582309161810000000000,30.98578177762874,17100,"F"
124.787,11960,13161,105.467843787826180000000,95.843432239374000000000,3.1301049324979750000000000,121.65674504308797,25453,"R"
76.9193,7932,8026,104.357505726110720000000,103.135277276290840000000,2.9088010225281593000000000,74.01051813030386,47467,"R"
54.4519,5161,5660,103.945028760924930000000,94.780970571578370000000,3.1651923185724367000000000,51.286666201935375,15834,"R"
69.7483,6546,7229,103.644048481883830000000,93.851700285296940000000,3.1965323919336472000000000,66.55180440005854,48503,"R"
74.4143,6662,7695,103.407481742451570000000,89.525749625498680000000,3.3509912092883964000000000,71.06335357830926,11302,"F"
75.9263,7081,7849,103.376574173283640000000,93.261501047397300000000,3.2167614356489307000000000,72.70953098378466,8586,"F"
25.094,2255,2594,103.371497243825670000000,89.862269192300270000000,3.3384422928160940000000000,21.755515608184883,7983,"R"
58.3446,5245,5991,102.692920317005980000000,89.905586223117410000000,3.3368338120335960000000000,55.007785938942966,27948,"F"
59.2025,5437,6058,102.326721344242050000000,91.837303391984820000000,3.2666464379896283000000000,55.9358758398424,22682,"R"
16.2019,1528,1655,102.213705100362300000000,94.370115645530870000000,3.1789724739434210000000000,13.022886046564391,43217,"F"
34.8088,3191,3551,102.014534501111190000000,91.672311910179050000000,3.2725257359489457000000000,31.536239675428007,5,"F"
88.7038,8673,9003,101.495031174658170000000,97.774786779719010000000,3.0682756759764950000000000,85.63557411650397,24916,"R"
35.6099,3161,3592,100.884957102361430000000,88.779885690580300000000,3.3791437966655380000000000,32.23075000216259,43068,"F"
13.4153,1307,1346,100.332913580306600000000,97.425793498856410000000,3.0792666831450690000000000,10.336071833090283,19395,"R"
121.809,10895,12210,100.239094790475450000000,89.443483844572480000000,3.3540732885730980000000000,118.45468830810658,42560,"F"
72.2132,7406,7235,100.189508386685350000000,102.557498149522000000000,2.9251883617775074000000000,69.28796166263656,30844,"F"
14.3815,1327,1425,99.085806570248450000000,92.271484434189260000000,3.2512753191260170000000000,11.130199175808066,22200,"F"
49.8483,4286,4920,98.699505166510990000000,85.980910395054080000000,3.4891465863945660000000000,46.35912764456246,40246,"R"
36.0219,3314,3546,98.457318953213420000000,92.015666951762340000000,3.2603143566548285000000000,32.76159726443892,23415,"F"
8.53287,727,835,97.940732252596330000000,85.272948919326400000000,3.5181145228578760000000000,5.014753862457066,5,"F"
62.0717,5726,6072,97.822337358536060000000,92.248139610503540000000,3.2520981048146953000000000,58.81961438908179,48503,"R"
17.83,1676,1743,97.756517233197640000000,93.998808309144720000000,3.1915298225202537000000000,14.63848345262623,9013,"R"
67.9658,6264,6626,97.490201061603100000000,92.163993276468740000000,3.2550672918443935000000000,64.71073776186654,23520,"F"
17.3792,1497,1682,96.782636791458870000000,86.137697548640860000000,3.4827956694639280000000000,13.896354721161071,26,"F"
79.9402,8098,7724,96.622178031971400000000,101.300672928910460000000,2.9614808206706615000000000,76.97875813196606,23199,"R"
24.6643,2163,2374,96.252310938357780000000,87.697450951839880000000,3.4208519944866884000000000,21.243490885762334,1,"F"
101.234,8465,9711,95.926210896400180000000,83.618100632069560000000,3.5877399478378340000000000,97.64632224698639,10225,"R"
63.9615,5468,6068,94.869589529984880000000,85.488944553387820000000,3.5092256848796404000000000,60.45226113152661,6072,"R"
25.5418,2281,2418,94.668229076900520000000,89.304479125066200000000,3.3592939899449600000000000,22.182537980269885,38681,"R"
23.3469,2074,2208,94.573402133225840000000,88.833893126952180000000,3.3770894130607463000000000,19.969855395899216,39630,"F"
3.249,269,307,94.490499445598590000000,82.794607006078240000000,3.6234244094905357000000000,-0.374420522314022,4726,"R"
29.5378,2623,2770,93.777984985477530000000,88.801319356284310000000,3.3783281844761186000000000,26.159521241793414,27,"F"
48.0993,4185,4508,93.722836385467930000000,87.007557735843680000000,3.4479763345479110000000000,44.65129353239545,14064,"R"
105.418,9488,9876,93.684197986777050000000,90.003611836628270000000,3.3331995669746077000000000,102.08479207120898,37525,"R"
6.74203,536,631,93.591960883413380000000,79.501253618874120000000,3.7735254017274773000000000,2.9685066493589485,22577,"F"
42.9044,3772,4013,93.533572221027840000000,87.916430206258910000000,3.4123314526781425000000000,39.4920493456617,25299,"R"
6.38579,538,596,93.453693525457200000000,84.359206571637540000000,3.5562212139257268000000000,2.8295691341272518,18388,"R"
13.3748,1169,1249,93.416801667601550000000,87.433339591213940000000,3.4311854196879676000000000,9.943648640980978,9912,"F"
77.0362,7055,7145,92.748620495782670000000,91.580338362175900000000,3.2758123126121217000000000,73.7603739056496,48472,"R"
52.6869,4384,4883,92.679549015462410000000,83.208507655905630000000,3.6054005588058136000000000,49.08151960720981,35503,"F"
62.4173,5172,5775,92.527796111951740000000,82.866452206236260000000,3.6202829011355090000000000,58.79704879442113,37812,"F"
78.9538,6786,7284,92.256425989929700000000,85.948943817636300000000,3.4904442879080670000000000,75.4634055045724,13469,"R"
51.1351,4276,4672,91.365763239301360000000,83.621576115422230000000,3.5875908340439824000000000,47.547537187196255,33373,"R"
52.7938,4341,4808,91.071259945385650000000,82.225528166164540000000,3.6485019517752244000000000,49.14532129041228,5650,"F"
3.77424,300,343,90.879309071625000000000,79.486276155940250000000,3.7742364406585690000000000,4.440892098500626e-16,33929,"R"
72.6799,6368,6588,90.643984772271650000000,87.617015031849700000000,3.4239924732764160000000000,69.25595442613765,6075,"R"
26.1683,2114,2365,90.376429874035510000000,80.784681925459220000000,3.7135753072199105000000000,22.454752024323057,18725,"R"
46.2218,3786,4151,89.813243445235370000000,81.915909343209140000000,3.6622922507405470000000000,42.55948661888836,41889,"F"
28.8606,2449,2592,89.811154720656150000000,84.856295490311310000000,3.5353888390550030000000000,25.32516871709734,37498,"R"
134.398,12345,12062,89.748087576496370000000,91.853767296621430000000,3.2660609230236180000000000,131.13234605939826,21940,"R"
13.8954,1159,1243,89.453946981009860000000,83.408788858399380000000,3.5967432701762530000000000,10.298674896938005,35292,"R"
33.9861,2712,3040,89.448445720572610000000,79.797429208616100000000,3.7595196107847500000000000,30.22653767070939,18573,"R"
40.9907,3410,3663,89.372579452915910000000,83.199698589801600000000,3.6057822935042845000000000,37.38492128925939,33334,"F"
75.2483,6894,6723,89.344167414414560000000,91.616642890818670000000,3.2745142207133240000000000,71.97382257127886,39301,"R"
13.4273,1074,1196,89.072323482274100000000,79.986350685587270000000,3.7506399207940984000000000,9.676650995648773,21161,"R"
276.666,22439,24577,88.832739158365870000000,81.105010130389050000000,3.6989083598868040000000000,272.9671072651132,25220,"R"
29.0405,2324,2574,88.634823955567430000000,80.026158070217060000000,3.7487742412521174000000000,25.29173021431429,12636,"R"
65.4479,5408,5796,88.559023704231480000000,82.630641855155940000000,3.6306144217767655000000000,61.81726155478574,15058,"R"
45.6036,3905,4015,88.041325315737580000000,85.629234211196830000000,3.5034763858809820000000000,42.1001079036698,48503,"R"
80.6218,6643,7085,87.879403444618180000000,82.397018642568600000000,3.6409084326385037000000000,76.9809406274201,8264,"F"
62.7693,5216,5515,87.861483462602280000000,83.098005030087660000000,3.6101949726877036000000000,59.159061619109174,21114,"F"
45.6248,4361,4008,87.846898516388750000000,95.583913280930970000000,3.1386034501252222000000000,42.48622870319509,40300,"R"
40.7533,3256,3572,87.649303329196640000000,79.895333605785070000000,3.7549126646149653000000000,36.99840612200613,34296,"R"
7.53718,600,658,87.300500764806050000000,79.605319846327700000000,3.7685923576354976000000000,3.7685923576354985,9999,"R"
116.693,9315,10180,87.237776630571520000000,79.825136474830420000000,3.7582146833484300000000000,112.93435123462032,38286,"F"
44.758,3658,3881,86.710815864917450000000,81.728462879120850000000,3.6706918181455350000000000,41.087277084442356,13705,"F"
18.5784,1438,1609,86.606165984012160000000,77.401905957122120000000,3.8758735497571495000000000,14.702480332078789,45453,"R"
55.8327,4531,4831,86.537205969617280000000,81.163336834679340000000,3.6962501999032704000000000,52.13641810454009,22501,"R"
35.6521,2941,3084,86.532534468159440000000,82.520163382249320000000,3.6354751094025604000000000,32.016582538302515,42307,"F"
26.3267,2075,2275,86.414197035391950000000,78.817344548764100000000,3.8062688069171213000000000,22.520423774259637,5699,"F"
73.2125,5903,6307,86.288554754491240000000,80.761271399359730000000,3.7146517730821460000000000,69.49783449400769,28510,"R"
73.7274,5819,6323,85.761845506659470000000,78.925854658113470000000,3.8010358113893470000000000,69.92638881019269,16751,"R"
115.905,10415,9935,85.716469577638150000000,89.857778626180300000000,3.3386091286324566000000000,112.56677112039098,34277,"F"
113.431,8794,9702,85.532467328065640000000,77.527573457329320000000,3.8695909935207510000000000,109.56101966321754,38608,"F"
39.0252,3097,3328,85.278155693649540000000,79.358908708904020000000,3.7802939188645897000000000,35.24494030354752,40627,"R"
60.0714,4760,5108,85.032172520179900000000,79.239064447152770000000,3.7860113833130910000000000,56.28536923192129,48503,"R"
34.9701,2728,2970,84.929649783189150000000,78.009456097151510000000,3.8456876256948340000000000,31.124431850623527,35733,"R"
38.9074,3104,3304,84.919640439267900000000,79.779226369094290000000,3.7603774021581278000000000,35.146994118837966,23215,"F"
55.5657,4645,4714,84.836449800823470000000,83.594677412987920000000,3.5887452321622293000000000,51.976993445816284,24921,"R"
37.1823,2880,3154,84.835976105211930000000,77.465951548196060000000,3.8726691404978433000000000,33.30960090955099,4850,"F"
14.1501,1090,1200,84.805255900284550000000,77.031440776091800000000,3.8945136813942445000000000,10.255552694338178,34723,"R"
57.9296,4578,4912,84.792553830029580000000,79.026936366831310000000,3.7961739856325005000000000,54.13344103511945,30774,"R"
75.7052,5854,6418,84.776236293097470000000,77.326283462105410000000,3.8796640232556667000000000,71.82551328387324,13470,"F"
10.3297,784,875,84.707356056286430000000,75.897791026432640000000,3.9526842078384090000000000,6.376997188645966,37381,"F"
101.26,8257,8569,84.624051502143330000000,81.542863024063200000000,3.6790466862988414000000000,97.58058160959959,48503,"R"
25.6952,1988,2172,84.541361180360780000000,77.379477912779560000000,3.8769969518035950000000000,21.818222088113398,30866,"F"
35.5475,2720,3005,84.534830388993670000000,76.517383912832870000000,3.9206776899449960000000000,31.626800032222974,27110,"R"
12.9432,1038,1094,84.522972184483050000000,80.196384942864170000000,3.7408169983439366000000000,9.202409815926083,30108,"R"
73.9216,5891,6243,84.454288125842580000000,79.692489404026690000000,3.7644701808605023000000000,70.15717593730356,24951,"F"
2.26062,185,190,84.332447204503580000000,82.113172278069290000000,3.6534942163003454000000000,-1.3928700459970007,26259,"F"
66.8546,5176,5626,84.152793798851590000000,77.421766921943810000000,3.8748792739703073000000000,62.97970446626407,48474,"R"
47.6806,3677,4008,84.059326103315850000000,77.117300918635820000000,3.8901776440091065000000000,43.790433012729174,32421,"F"
93.1245,7771,7827,84.048769725418170000000,83.447424241244990000000,3.5950780114279555000000000,89.52942607792751,29623,"R"
53.8244,4249,4508,83.753887085760300000000,78.941940156920030000000,3.8002612984132758000000000,50.024106224780084,11112,"F"
98.1484,8076,8205,83.597892744907160000000,82.283556588405870000000,3.6459289369398910000000000,94.50247804548198,15352,"F"
36.3144,2847,3029,83.410420853640550000000,78.398635909644980000000,3.8265971916367560000000000,32.487810156996055,28889,"F"
110.508,7943,9217,83.405752632123990000000,71.877171873381900000000,4.1737869226195630000000000,106.33417816527106,39667,"F"
82.3851,6140,6864,83.316012036246530000000,74.528017759696060000000,4.0253318016226210000000000,78.35979240492034,6961,"R"
44.4432,3666,3702,83.297283856306900000000,82.487261647007330000000,3.6369251931747710000000000,40.806300667420935,44381,"R"
19.4744,1539,1620,83.185978588301740000000,79.026679658886650000000,3.7961863170125563000000000,15.678249489261859,21106,"R"
51.42,3962,4265,82.944401032654100000000,77.051750736547600000000,3.8934871321191458000000000,47.52649959273437,4345,"R"
91.0817,6907,7545,82.837740886295210000000,75.833038608567390000000,3.9560593311911267000000000,87.1256133372659,15268,"F"
3.66368,272,303,82.703760146530950000000,74.242319339460140000000,4.0408220361260800000000000,-0.3771433900384338,13359,"R"
46.333,3575,3826,82.576133314912880000000,77.158828175852990000000,3.8880839314494100000000000,42.44491625165606,3782,"R"
89.7948,7038,7398,82.387823463983900000000,78.378683636052830000000,3.8275712997813760000000000,85.96725139308971,33574,"R"
59.0056,4795,4859,82.348052259713880000000,81.263410287163620000000,3.6916983786414885000000000,55.313947373311635,4348,"R"
45.3064,3497,3730,82.328247681280130000000,77.185491190733670000000,3.8867408287739940000000000,41.41970143196819,48483,"R"
52.9392,4025,4351,82.188556681382110000000,76.030554043337860000000,3.9457821105577930000000000,48.9934612060926,17058,"F"
60.756,4594,4988,82.098917580194150000000,75.613958974220520000000,3.9675213951207160000000000,56.78845623549452,7593,"F"
90.4416,6882,7422,82.064036370762240000000,76.093330410076230000000,3.9425268730289953000000000,86.49903959425616,16525,"F"
129.245,10460,10595,81.975872417998910000000,80.931347380110300000000,3.7068454895603042000000000,125.53850057977563,39682,"R"
104.207,7829,8538,81.933200908819420000000,75.129424913931520000000,3.9931092290894130000000000,100.2137312860473,39603,"F"
65.3699,4817,5355,81.918498925731640000000,73.688405102754300000000,4.0711968128726220000000000,61.298653345818785,20321,"R"
107.118,8879,8769,81.862843510161820000000,82.889746553395700000000,3.6192654999463270000000000,103.4989290801318,48227,"R"
5.65704,423,463,81.844941405146970000000,74.774104134723910000000,4.0120841763543740000000000,1.6449545123052935,25661,"F"
12.2855,955,1005,81.803590133629800000000,77.733759778722840000000,3.8593270266867434000000000,8.426197341599389,31165,"R"
41.7238,3327,3412,81.775927449039260000000,79.738719408837530000000,3.7622876592968044000000000,37.96148248230476,24096,"R"
9.33068,677,763,81.773272973093410000000,72.556364092770960000000,4.1347165579633840000000000,5.195960474507319,5287,"R"
86.1019,6484,7038,81.740329228025360000000,75.306094730678670000000,3.9837413037139493000000000,82.11818740722354,25045,"R"
87.8616,6825,7175,81.662563747211540000000,77.679024052225600000000,3.8620464618389425000000000,83.999510544997,41196,"F"
6.37384,493,520,81.630271404498220000000,77.391776543110810000000,3.8763808430329300000000000,2.497457104812529,13406,"R"
57.414,4290,4684,81.582876268260070000000,74.720439622296270000000,4.0149656709257530000000000,53.39904342331253,48503,"R"
77.924,5797,6357,81.579515885161920000000,74.393024002876150000000,4.0326361782040420000000000,73.89133690529205,42119,"F"
18.1228,1365,1475,81.388997145635330000000,75.319309222909980000000,3.9830423711420417000000000,14.139800417554248,27313,"F"
10.5428,762,858,81.382334458650550000000,72.276618715025310000000,4.1507199054627910000000000,6.392108654412698,37852,"R"
27.9067,2098,2271,81.378289924012140000000,75.179063082596850000000,3.9904727153941720000000000,23.91623314092907,21169,"R"
87.676,6885,7128,81.299362401086540000000,78.527793228322220000000,3.8203034577546298000000000,83.85566089771412,48492,"R"
5.46182,391,444,81.291596449008300000000,71.587869845860910000000,4.1906540960911896000000000,1.271165075814328,9261,"R"
82.9671,6089,6742,81.261094499620580000000,73.390507921713110000000,4.0877220841694550000000000,78.87941048418992,41844,"F"
56.8841,4379,4617,81.164994806473490000000,76.981050954634480000000,3.8970629301591670000000000,52.987065640397475,24985,"F"
41.6441,3056,3380,81.163980335535830000000,73.383764469052510000000,4.0880977171253780000000000,37.55599102799181,2,"F"
5.68592,412,461,81.077424356846070000000,72.459650401346170000000,4.1402352666391910000000000,1.545687832878631,16136,"R"
82.2699,6108,6670,81.074589250787540000000,74.243416963090000000000,4.0407622961257905000000000,78.2291580529953,8967,"F"
5.65073,418,458,81.051466017171850000000,73.972735360650290000000,4.0555482846127740000000000,1.5951823252810247,41154,"R"
128.244,9691,10392,81.033019060990410000000,75.566877186302730000000,3.9699933511924725000000000,124.27402520349503,25603,"R"
90.2699,6846,7312,81.001511596782890000000,75.839216136703460000000,3.9557370880421163000000000,86.31418326107898,32035,"F"
79.1285,5692,6407,80.969575845567220000000,71.933639099885850000000,4.1705105393517625000000000,74.95797609394901,6717,"R"
96.5697,6909,7815,80.925990153256700000000,71.544167110537500000000,4.1932139560237330000000000,92.37650345120284,40658,"F"
40.4299,3261,3271,80.905374625842160000000,80.658033217631070000000,3.7194063384925540000000000,36.71054056092151,26708,"F"
5.55279,404,448,80.738108363660540000000,72.808472720801030000000,4.1203995742420160000000000,1.4323891601940195,14823,"F"
76.7729,5827,6197,80.718575256397860000000,75.899167019369100000000,3.9526125487443290000000000,72.82029852303302,42377,"F"
71.8018,5209,5787,80.596869795100630000000,72.546931875354960000000,4.1352541347363790000000000,67.66654182473627,21898,"R"
39.5189,3101,3183,80.543689462837970000000,78.468734220628520000000,3.8231787855338370000000000,35.69574592760093,48468,"R"
185.17,13092,14900,80.466459810460730000000,70.702475962318930000000,4.2431328735911000000000000,180.92718572992453,39689,"F"
86.8466,6699,6984,80.417645751939330000000,77.135997836804350000000,3.8892347077003680000000000,82.95737631524885,6683,"R"
12.0066,903,965,80.372191145662680000000,75.208381973609750000000,3.9889170877957265000000000,8.01772334646941,21951,"F"
64.5037,5158,5174,80.212509534724380000000,79.964461573271800000000,3.7516666041089843000000000,60.751987875871485,4862,"F"
37.0395,2886,2970,80.184648626603230000000,77.916799978578080000000,3.8502607920561416000000000,33.18924802752394,44194,"R"
92.6992,6600,7427,80.119350763398670000000,71.198022759988050000000,4.2136001586914060000000000,88.48560333251953,48503,"R"
50.7971,3784,4066,80.043867278023770000000,74.492374269562700000000,4.0272578628572300000000000,46.76988798064863,12809,"F"
41.4343,3503,3315,80.006253140034700000000,84.543561010419780000000,3.5484665705413776000000000,37.885794751480105,43818,"R"
27.3911,1941,2191,79.989480270842360000000,70.862428665314940000000,4.2335551525746835000000000,23.15754668458352,5689,"R"
51.5086,3955,4115,79.895189657674010000000,76.788693826512930000000,3.9068251463917810000000000,47.60180751352033,12603,"F"
44.3576,3552,3543,79.873625814634250000000,80.076522408574900000000,3.7464164398811960000000000,40.611154208312165,18176,"F"
10.245,744,818,79.843671068360760000000,72.620649480269450000000,4.1310564164192450000000000,6.113963496300482,26885,"F"
51.1949,3801,4086,79.812660576052990000000,74.245698201071320000000,4.0406381415869180000000000,47.15424711231933,14125,"R"
101.575,7476,8094,79.693009183841640000000,73.608220491524600000000,4.0756317432581130000000000,97.49973141592157,15004,"F"
39.679,2870,3161,79.664403905591830000000,72.330540717826170000000,4.1476255676056870000000000,35.53132569582205,13919,"R"
35.0495,2677,2790,79.601776576598540000000,76.377761969732720000000,3.9278448629967080000000000,31.121624131143918,21712,"R"
49.3718,3657,3926,79.519004819226650000000,74.070555431459980000000,4.0501923909238170000000000,45.32165285443751,10320,"R"
79.0777,5843,6286,79.491446830356110000000,73.889361092868400000000,4.0601244287786270000000000,75.0175656957331,48503,"R"
66.5023,4976,5284,79.455866300055530000000,74.824449415040950000000,4.0093846643086035000000000,62.492942301023426,35049,"F"
29.0661,2058,2309,79.439707786427590000000,70.804209018825460000000,4.2370362462524770000000000,24.829032403039516,38163,"F"
102.714,8244,8159,79.434047282957640000000,80.261586689631430000000,3.7377780875437816000000000,98.97636375815934,40863,"F"
12.3659,872,982,79.412126922850900000000,70.516674823549880000000,4.2543129089775436000000000,8.111556613117184,11142,"R"
23.5916,1720,1869,79.223003021309240000000,72.907204492590640000000,4.1148196819216710000000000,19.476813161095908,42056,"R"
