"duration_temp"
30.33
90.1633
129.343
82.4339
62.2805
7.91799
143.654
57.0412
143.59
9.76494
88.3307
178.654
65.0448
66.5734
42.0491
123.671
266.52
28.9655
95.1823
114.431
49.6956
135.507
45.7925
208.805
26.2902
288.12
37.1189
35.1109
94.2218
20.9781
81.5538
184.491
4.09595
61.927
127.324
233
114.477
189.818
70.9515
48.5309
20.9356
25.421
128.152
106.297
23.257
91.3629
199.713
110.105
22.9041
5.53187
78.5329
133.89
63.414
140.713
90.7288
13.408
90.0853
229.783
153.453
532.806
95.2241
153.212
250.567
47.6421
48.5916
37.3542
21.0584
29.6564
193.144
149.378
136.725
149.96
62.8835
94.5422
141.398
11.2029
149.52
67.3025
90.6683
124.374
128.293
316.71
158.442
415.036
164.907
56.6477
3.09827
96.9695
63.0003
126.681
113.683
9.07304
141.381
101.946
139.564
11.7321
91.9538
92.0242
138.14
93.99
18.2331
236.047
191.6
144.232
92.4807
88.9263
134.964
230.579
161.065
60.997
173.672
68.2918
87.2248
113.939
5.27092
18.3307
6.94024
138.736
91.2268
24.8542
68.5797
215.463
184.438
43.4947
183.218
6.08001
117.495
124.953
156.874
158.134
70.6786
270.331
84.0013
53.4157
3.18991
200.97
69.079
32.4133
7.20053
8.74934
366.832
210.095
268.427
61.658
159.834
30.3015
96.6477
185.3
31.5867
105.959
99.9289
105.563
116.509
30.0461
127.373
154.278
131.289
47.9406
162.139
8.95551
100.9
15.8376
55.8327
207.912
233.911
169.648
172.361
111.053
170.292
8.43293
194.751
87.6939
87.8616
239.912
256.355
17.8599
20.8542
68.0714
65.6892
53.4479
204.241
71.1932
82.7878
102.115
108.571
7.89874
55.4741
19.0345
63.836
101.801
322.68
70.9402
7.9253
11.0754
34.8353
121.572
40.9001
226.493
114.685
51.7709
26.6985
10.9814
78.7819
5.76627
19.8808
21.2799
53.9356
187.19
134.978
92.8712
52.6856
17.1165
5.66335
109.479
163.393
40.5754
25.4173
136.221
79.668
122.647
224.454
159.92
103.014
175.339
108.949
69.1726
11.5893
123.145
98.5246
48.9754
106.922
102.91
170.662
46.2254
124.359
72.9243
61.9768
163.8
106.473
84.1394
80.1657
69.9827
233.126
61.3147
88.5764
287.334
22.9346
163.075
18.325
138.786
755.69
23.0276
214.752
83.1949
204.155
41.6438
18.9761
46.0488
76.3466
355.601
66.8848
12.2855
131.572
44.1919
57.3851
79.0116
91.6584
303.315
156.712
170.017
247.95
18.2254
60.1912
46.2878
89.7188
19.3629
120.559
39.3785
48.6039
59.7434
777.763
299.444
25.3838
189.372
67.419
62.7995
20
107.379
13.0256
34.3061
7.84495
86.9857
12.6653
48.5226
143.966
106.628
40.8888
6.38679
27.2596
248.266
84.5886
119.571
129.245
134.895
94.738
60.0873
263.155
132.808
72.1023
133.85
68.2278
127.857
6.37052
51.4728
133.322
132.504
112.455
231.763
94.3171
183.163
204.645
125.541
132.497
138.608
90.004
58.1736
1235.62
219.503
22.3901
26.5083
104.387
77.6444
13.246
14.3456
5.02357
48.7703
105.569
14.6474
149.124
28.4568
83.5183
60.5033
48.0412
90.3708
98.2563
93.9718
85.7002
69.7387
90.6458
78.5262
71.0926
265.083
116.841
23.2145
127.737
63.3655
22.4349
38.6484
128.652
88.9094
72.3775
301.124
